user_id,created_at,company_id,language,activated_at,state
159,2013-01-16T11:58:04Z,5849,english,2013-01-16T11:59:39Z,active
160,2013-01-16T11:13:21Z,12283,indian,NA,pending
161,2013-01-16T09:29:53Z,4529,japanese,NA,pending
162,2013-01-16T11:07:29Z,8667,spanish,NA,pending
163,2013-01-16T11:35:35Z,1092,arabic,2013-01-16T11:36:55Z,active
164,2013-01-16T14:36:32Z,4807,german,NA,pending
165,2013-01-17T07:12:50Z,6230,spanish,2013-01-17T07:14:09Z,active
166,2013-01-17T17:23:58Z,12205,english,2013-01-17T17:25:36Z,active
167,2013-01-17T07:00:25Z,1214,english,2013-01-17T07:01:42Z,active
168,2013-01-17T09:22:23Z,5,japanese,NA,pending
169,2013-01-17T07:46:01Z,825,spanish,NA,pending
170,2013-01-17T09:14:08Z,11,english,2013-01-17T09:15:30Z,active
171,2013-01-17T17:54:46Z,13001,korean,2013-01-17T17:56:16Z,active
172,2013-01-17T05:13:03Z,4196,chinese,2013-01-17T05:14:33Z,active
173,2013-01-17T17:25:23Z,11339,french,2013-01-17T17:26:49Z,active
174,2013-01-17T10:07:25Z,478,english,NA,pending
175,2013-01-17T12:04:35Z,3717,french,2013-01-17T12:05:55Z,active
176,2013-01-17T17:28:33Z,127,french,NA,pending
177,2013-01-17T07:11:59Z,11952,italian,2013-01-17T07:13:30Z,active
178,2013-01-18T17:51:19Z,2730,spanish,2013-01-18T17:52:54Z,active
179,2013-01-18T08:24:08Z,2976,portugese,2013-01-18T08:25:33Z,active
180,2013-01-18T04:29:39Z,1,german,NA,pending
181,2013-01-18T13:06:28Z,2882,spanish,2013-01-18T13:08:06Z,active
182,2013-01-18T01:04:15Z,2596,indian,2013-01-18T01:05:29Z,active
183,2013-01-18T13:00:29Z,4924,english,NA,pending
184,2013-01-18T17:08:09Z,6426,french,2013-01-18T17:09:48Z,active
185,2013-01-18T18:59:09Z,3109,english,2013-01-18T19:00:36Z,active
186,2013-01-18T16:10:18Z,753,chinese,2013-01-18T16:11:58Z,active
187,2013-01-18T16:11:35Z,9,english,NA,pending
188,2013-01-18T11:16:47Z,130,japanese,2013-01-18T11:18:22Z,active
189,2013-01-18T10:13:03Z,780,english,NA,pending
190,2013-01-18T09:03:06Z,12823,english,2013-01-18T09:04:30Z,active
191,2013-01-18T02:54:18Z,10553,english,2013-01-18T02:55:38Z,active
192,2013-01-19T10:13:26Z,11020,english,NA,pending
193,2013-01-19T12:21:56Z,1436,indian,NA,pending
194,2013-01-19T18:48:30Z,36,english,2013-01-19T18:50:10Z,active
195,2013-01-19T23:44:27Z,6245,italian,NA,pending
196,2013-01-20T17:47:56Z,1346,japanese,2013-01-20T17:49:09Z,active
197,2013-01-20T14:00:37Z,9274,french,NA,pending
198,2013-01-20T23:59:11Z,12069,english,NA,pending
199,2013-01-20T09:27:35Z,9284,french,NA,pending
200,2013-01-21T14:06:46Z,11258,french,NA,pending
201,2013-01-21T09:34:05Z,8624,english,2013-01-21T09:35:43Z,active
202,2013-01-21T13:17:48Z,2443,english,NA,pending
203,2013-01-21T09:36:24Z,11741,japanese,2013-01-21T09:38:16Z,active
204,2013-01-21T07:16:12Z,108,japanese,NA,pending
205,2013-01-21T11:18:55Z,13008,japanese,NA,pending
206,2013-01-21T18:56:48Z,5730,english,2013-01-21T18:58:12Z,active
207,2013-01-21T12:29:37Z,6219,german,NA,pending
208,2013-01-21T11:54:30Z,7314,french,2013-01-21T11:56:07Z,active
209,2013-01-21T17:07:16Z,14,english,2013-01-21T17:08:35Z,active
210,2013-01-21T12:07:06Z,5,italian,NA,pending
211,2013-01-21T14:51:02Z,748,spanish,2013-01-21T14:52:28Z,active
212,2013-01-21T19:49:30Z,4582,indian,2013-01-21T19:51:08Z,active
213,2013-01-22T10:58:08Z,12023,english,NA,pending
214,2013-01-22T10:38:40Z,44,russian,2013-01-22T10:40:09Z,active
215,2013-01-22T02:11:34Z,36,english,2013-01-22T02:13:15Z,active
216,2013-01-22T06:36:22Z,12567,german,NA,pending
217,2013-01-22T12:09:14Z,4001,english,2013-01-22T12:10:56Z,active
218,2013-01-22T19:14:16Z,2847,english,NA,pending
219,2013-01-22T04:16:02Z,7334,spanish,NA,pending
220,2013-01-22T11:23:01Z,7,english,2013-01-22T11:24:50Z,active
221,2013-01-22T22:09:54Z,2234,chinese,2013-01-22T22:11:02Z,active
222,2013-01-22T15:40:11Z,15,french,NA,pending
223,2013-01-22T03:01:12Z,3638,english,NA,pending
224,2013-01-22T17:04:46Z,5793,german,NA,pending
225,2013-01-22T23:45:33Z,13182,english,NA,pending
226,2013-01-23T11:35:39Z,6489,english,2013-01-23T11:37:30Z,active
227,2013-01-23T12:17:43Z,6,english,2013-01-23T12:19:12Z,active
228,2013-01-23T20:10:04Z,5155,english,2013-01-23T20:11:29Z,active
229,2013-01-23T18:43:08Z,45,english,NA,pending
230,2013-01-23T11:16:42Z,5386,french,2013-01-23T11:17:57Z,active
231,2013-01-23T15:39:09Z,7632,japanese,NA,pending
232,2013-01-23T06:51:52Z,9781,spanish,2013-01-23T06:53:20Z,active
233,2013-01-23T13:26:31Z,10502,french,NA,pending
234,2013-01-23T07:21:33Z,6745,english,NA,pending
235,2013-01-23T15:10:25Z,893,indian,2013-01-23T15:11:35Z,active
236,2013-01-23T03:42:05Z,10137,english,NA,pending
237,2013-01-23T16:40:33Z,10034,spanish,NA,pending
238,2013-01-23T09:31:35Z,5782,english,NA,pending
239,2013-01-23T15:06:39Z,9059,japanese,2013-01-23T15:08:01Z,active
240,2013-01-24T00:20:53Z,42,korean,NA,pending
241,2013-01-24T21:15:31Z,5043,indian,NA,pending
242,2013-01-24T12:33:56Z,6427,arabic,NA,pending
243,2013-01-24T12:53:10Z,4181,spanish,2013-01-24T12:54:42Z,active
244,2013-01-24T15:09:52Z,4199,english,2013-01-24T15:11:01Z,active
245,2013-01-24T11:31:26Z,5344,arabic,NA,pending
246,2013-01-24T11:25:07Z,5,german,2013-01-24T11:26:23Z,active
247,2013-01-24T15:19:10Z,3977,chinese,2013-01-24T15:20:28Z,active
248,2013-01-24T19:19:45Z,7608,chinese,NA,pending
249,2013-01-24T06:07:10Z,2,korean,NA,pending
250,2013-01-24T18:40:57Z,9564,english,NA,pending
251,2013-01-24T20:42:28Z,15,indian,NA,pending
252,2013-01-24T10:33:33Z,4285,english,NA,pending
253,2013-01-24T22:21:14Z,11615,english,2013-01-24T22:22:46Z,active
254,2013-01-25T13:43:41Z,3715,arabic,2013-01-25T13:44:58Z,active
255,2013-01-25T13:19:12Z,4127,russian,NA,pending
256,2013-01-25T08:53:58Z,1620,english,NA,pending
257,2013-01-25T08:51:48Z,11452,french,NA,pending
258,2013-01-25T11:16:54Z,10677,french,NA,pending
259,2013-01-25T13:17:29Z,5165,english,2013-01-25T13:18:41Z,active
260,2013-01-25T02:58:10Z,609,chinese,2013-01-25T02:59:46Z,active
261,2013-01-25T19:32:51Z,1103,english,2013-01-25T19:34:19Z,active
262,2013-01-25T11:18:34Z,284,italian,2013-01-25T11:20:11Z,active
263,2013-01-25T08:04:35Z,1577,english,NA,pending
264,2013-01-25T11:02:02Z,56,japanese,2013-01-25T11:03:17Z,active
265,2013-01-25T18:07:51Z,10702,russian,NA,pending
266,2013-01-25T15:09:06Z,8842,english,2013-01-25T15:10:50Z,active
267,2013-01-25T04:22:14Z,275,french,NA,pending
268,2013-01-25T10:45:57Z,193,english,2013-01-25T10:47:10Z,active
269,2013-01-25T08:33:24Z,55,portugese,NA,pending
270,2013-01-26T08:40:40Z,11925,french,2013-01-26T08:42:02Z,active
271,2013-01-26T16:27:19Z,39,english,2013-01-26T16:28:50Z,active
272,2013-01-26T13:03:10Z,10758,chinese,2013-01-26T13:04:44Z,active
273,2013-01-27T17:57:01Z,10427,russian,NA,pending
274,2013-01-27T16:51:37Z,1969,arabic,NA,pending
275,2013-01-27T11:21:49Z,13020,japanese,NA,pending
276,2013-01-27T13:56:42Z,2225,italian,2013-01-27T13:58:12Z,active
277,2013-01-28T09:57:45Z,9486,english,NA,pending
278,2013-01-28T16:36:47Z,5,english,2013-01-28T16:38:11Z,active
279,2013-01-28T09:23:41Z,303,english,NA,pending
280,2013-01-28T16:50:36Z,24,german,NA,pending
281,2013-01-28T10:46:22Z,175,english,2013-01-28T10:48:03Z,active
282,2013-01-28T15:30:46Z,11425,english,NA,pending
283,2013-01-28T01:05:45Z,4890,french,NA,pending
284,2013-01-28T17:39:55Z,2471,english,NA,pending
285,2013-01-28T11:13:10Z,11340,german,2013-01-28T11:14:47Z,active
286,2013-01-28T05:44:16Z,12299,japanese,2013-01-28T05:45:45Z,active
287,2013-01-28T06:55:19Z,4590,english,2013-01-28T06:56:48Z,active
288,2013-01-28T23:39:55Z,8264,russian,2013-01-28T23:41:22Z,active
289,2013-01-28T00:14:21Z,150,german,2013-01-28T00:16:02Z,active
290,2013-01-28T10:59:26Z,2,german,NA,pending
291,2013-01-29T07:41:18Z,12539,french,NA,pending
292,2013-01-29T02:48:45Z,484,english,NA,pending
293,2013-01-29T00:58:01Z,6553,english,NA,pending
294,2013-01-29T19:43:05Z,8860,japanese,NA,pending
295,2013-01-29T18:42:15Z,10319,french,NA,pending
296,2013-01-29T03:36:44Z,9087,english,NA,pending
297,2013-01-29T15:01:03Z,9077,indian,2013-01-29T15:02:45Z,active
298,2013-01-29T16:10:03Z,85,chinese,NA,pending
299,2013-01-29T20:51:18Z,38,german,NA,pending
300,2013-01-29T19:58:42Z,624,russian,2013-01-29T20:00:06Z,active
301,2013-01-29T09:18:33Z,3,arabic,2013-01-29T09:19:53Z,active
302,2013-01-29T08:41:27Z,7925,english,NA,pending
303,2013-01-29T14:05:34Z,2094,english,NA,pending
304,2013-01-29T18:58:28Z,6796,chinese,NA,pending
305,2013-01-30T10:22:43Z,9876,indian,2013-01-30T10:24:04Z,active
306,2013-01-30T10:24:43Z,6,japanese,2013-01-30T10:26:10Z,active
307,2013-01-30T17:48:57Z,8,japanese,2013-01-30T17:50:34Z,active
308,2013-01-30T10:30:13Z,75,english,NA,pending
309,2013-01-30T14:39:50Z,94,portugese,2013-01-30T14:41:31Z,active
310,2013-01-30T13:35:55Z,3696,japanese,NA,pending
311,2013-01-30T17:04:24Z,113,indian,NA,pending
312,2013-01-30T04:20:40Z,13011,english,2013-01-30T04:21:57Z,active
313,2013-01-30T23:08:32Z,10354,german,NA,pending
314,2013-01-30T17:15:40Z,225,english,NA,pending
315,2013-01-30T15:08:37Z,1,japanese,NA,pending
316,2013-01-30T17:11:55Z,1193,japanese,NA,pending
317,2013-01-30T16:40:48Z,18,spanish,NA,pending
318,2013-01-30T15:53:11Z,4801,arabic,2013-01-30T15:54:32Z,active
319,2013-01-31T00:34:12Z,3,spanish,2013-01-31T00:35:43Z,active
320,2013-01-31T18:59:02Z,7667,english,NA,pending
321,2013-01-31T18:04:48Z,12769,arabic,2013-01-31T18:06:35Z,active
322,2013-01-31T16:48:18Z,85,portugese,2013-01-31T16:49:26Z,active
323,2013-01-31T18:52:39Z,3852,english,2013-01-31T18:54:05Z,active
324,2013-01-31T08:59:05Z,3,japanese,NA,pending
325,2013-01-31T10:41:38Z,3532,english,NA,pending
326,2013-01-31T16:28:22Z,3431,french,2013-01-31T16:29:57Z,active
327,2013-01-31T13:17:13Z,7187,english,NA,pending
328,2013-01-31T08:05:44Z,13094,english,NA,pending
329,2013-01-31T11:59:04Z,2,english,NA,pending
330,2013-01-31T10:54:37Z,6999,japanese,2013-01-31T10:56:13Z,active
331,2013-01-31T18:04:03Z,6035,english,NA,pending
332,2013-02-01T16:27:08Z,219,english,2013-02-01T16:28:40Z,active
333,2013-02-01T13:27:52Z,4182,english,NA,pending
334,2013-02-01T15:43:53Z,6527,english,NA,pending
335,2013-02-01T07:47:12Z,2930,spanish,2013-02-01T07:48:52Z,active
336,2013-02-01T13:10:27Z,10093,chinese,NA,pending
337,2013-02-01T15:40:00Z,8766,chinese,NA,pending
338,2013-02-01T10:17:59Z,2,spanish,2013-02-01T10:19:40Z,active
339,2013-02-01T05:11:35Z,9900,french,NA,pending
340,2013-02-01T23:53:15Z,5168,italian,NA,pending
341,2013-02-01T21:52:49Z,4201,english,2013-02-01T21:54:25Z,active
342,2013-02-01T18:25:53Z,8697,german,NA,pending
343,2013-02-01T09:28:42Z,2591,english,NA,pending
344,2013-02-02T17:18:44Z,1,english,NA,pending
345,2013-02-02T15:23:42Z,10442,english,2013-02-02T15:25:08Z,active
346,2013-02-02T18:28:33Z,6010,english,2013-02-02T18:30:08Z,active
347,2013-02-02T20:05:53Z,10,german,2013-02-02T20:07:18Z,active
348,2013-02-03T12:15:39Z,3,english,NA,pending
349,2013-02-03T23:35:39Z,7321,arabic,2013-02-03T23:37:09Z,active
350,2013-02-03T08:35:25Z,8807,japanese,NA,pending
351,2013-02-03T21:00:38Z,757,german,NA,pending
352,2013-02-04T01:51:17Z,8809,english,NA,pending
353,2013-02-04T10:32:14Z,4122,english,2013-02-04T10:33:42Z,active
354,2013-02-04T03:22:35Z,445,french,NA,pending
355,2013-02-04T21:35:37Z,12167,chinese,2013-02-04T21:37:07Z,active
356,2013-02-04T08:28:15Z,11,english,NA,pending
357,2013-02-04T10:51:52Z,11842,english,NA,pending
358,2013-02-04T17:22:25Z,3403,english,NA,pending
359,2013-02-04T15:58:26Z,8083,english,2013-02-04T16:00:05Z,active
360,2013-02-04T19:33:13Z,10506,spanish,2013-02-04T19:34:49Z,active
361,2013-02-04T13:09:20Z,1,chinese,2013-02-04T13:11:04Z,active
362,2013-02-04T13:28:57Z,35,japanese,2013-02-04T13:30:28Z,active
363,2013-02-04T11:56:33Z,12020,english,2013-02-04T11:57:56Z,active
364,2013-02-04T08:26:44Z,343,chinese,NA,pending
365,2013-02-04T03:53:48Z,10053,spanish,2013-02-04T03:55:18Z,active
366,2013-02-04T13:07:56Z,6145,japanese,2013-02-04T13:09:18Z,active
367,2013-02-04T12:41:26Z,5886,english,2013-02-04T12:42:57Z,active
368,2013-02-05T17:24:55Z,17,english,NA,pending
369,2013-02-05T14:28:49Z,5596,english,2013-02-05T14:30:10Z,active
370,2013-02-05T14:17:12Z,6795,french,2013-02-05T14:18:57Z,active
371,2013-02-05T14:53:20Z,8118,japanese,NA,pending
372,2013-02-05T14:39:39Z,1,english,2013-02-05T14:41:12Z,active
373,2013-02-05T17:34:01Z,9190,spanish,2013-02-05T17:35:22Z,active
374,2013-02-05T22:03:00Z,9830,japanese,2013-02-05T22:04:37Z,active
375,2013-02-05T21:14:23Z,13125,english,NA,pending
376,2013-02-05T08:20:23Z,5884,german,2013-02-05T08:21:50Z,active
377,2013-02-05T13:01:03Z,6590,english,2013-02-05T13:02:19Z,active
378,2013-02-05T04:00:57Z,2376,english,2013-02-05T04:02:14Z,active
379,2013-02-05T08:44:01Z,4701,french,2013-02-05T08:45:16Z,active
380,2013-02-05T10:29:16Z,4487,japanese,2013-02-05T10:30:40Z,active
381,2013-02-05T00:46:44Z,2,english,2013-02-05T00:47:59Z,active
382,2013-02-05T16:23:55Z,4553,english,NA,pending
383,2013-02-05T23:47:13Z,155,arabic,2013-02-05T23:48:51Z,active
384,2013-02-06T18:30:53Z,9,spanish,2013-02-06T18:32:43Z,active
385,2013-02-06T18:11:46Z,159,english,2013-02-06T18:13:28Z,active
386,2013-02-06T11:30:36Z,6,english,NA,pending
387,2013-02-06T13:49:24Z,3887,english,NA,pending
388,2013-02-06T10:39:14Z,7654,spanish,2013-02-06T10:40:32Z,active
389,2013-02-06T01:04:21Z,11636,spanish,NA,pending
390,2013-02-06T20:16:10Z,4697,english,2013-02-06T20:17:19Z,active
391,2013-02-06T16:39:13Z,224,spanish,NA,pending
392,2013-02-06T16:14:34Z,7120,english,NA,pending
393,2013-02-06T10:46:19Z,3,english,2013-02-06T10:47:32Z,active
394,2013-02-06T01:41:51Z,2475,japanese,NA,pending
395,2013-02-06T14:13:41Z,6522,english,NA,pending
396,2013-02-06T04:37:19Z,9894,english,NA,pending
397,2013-02-06T06:51:48Z,9060,english,2013-02-06T06:53:19Z,active
398,2013-02-07T11:34:15Z,6572,german,NA,pending
399,2013-02-07T15:40:52Z,13075,english,2013-02-07T15:42:22Z,active
400,2013-02-07T02:21:54Z,7851,english,NA,pending
401,2013-02-07T03:23:15Z,7978,italian,NA,pending
402,2013-02-07T18:16:16Z,12013,arabic,2013-02-07T18:17:46Z,active
403,2013-02-07T15:14:56Z,1,russian,2013-02-07T15:17:02Z,active
404,2013-02-07T14:03:08Z,3453,english,2013-02-07T14:04:44Z,active
405,2013-02-07T18:25:30Z,349,arabic,2013-02-07T18:26:50Z,active
406,2013-02-07T16:56:03Z,10036,english,2013-02-07T16:57:44Z,active
407,2013-02-07T06:13:03Z,6458,chinese,NA,pending
408,2013-02-07T10:47:16Z,36,french,2013-02-07T10:48:55Z,active
409,2013-02-07T12:00:12Z,1,english,2013-02-07T12:01:41Z,active
410,2013-02-07T02:39:28Z,7666,english,NA,pending
411,2013-02-07T13:56:57Z,868,italian,2013-02-07T13:58:57Z,active
